code,term,id
456711000001104,Warfarin 3mg tablets (A A H Pharmaceuticals Ltd),456711000001104
19835611000001104,Warfarin 3mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),19835611000001104
555911000001104,Warfarin 3mg tablets (Actavis UK Ltd),555911000001104
584211000001100,Warfarin 3mg tablets (Alliance Healthcare (Distribution) Ltd),584211000001100
9798011000001107,Warfarin 3mg tablets (Almus Pharmaceuticals Ltd),9798011000001107
10418411000001106,Warfarin 3mg tablets (Arrow Generics Ltd),10418411000001106
16071411000001105,Warfarin 3mg tablets (Bristol Laboratories Ltd),16071411000001105
28989111000001105,Warfarin 3mg tablets (Crescent Pharma Ltd),28989111000001105
22735611000001109,Warfarin 3mg tablets (DE Pharmaceuticals),22735611000001109
927211000001109,Warfarin 3mg tablets (IVAX Pharmaceuticals UK Ltd),927211000001109
772211000001101,Warfarin 3mg tablets (Kent Pharmaceuticals Ltd),772211000001101
30945411000001109,Warfarin 3mg tablets (Mawdsley-Brooks & Company Ltd),30945411000001109
347911000001109,Warfarin 3mg tablets (Mylan),347911000001109
17876911000001109,Warfarin 3mg tablets (Phoenix Healthcare Distribution Ltd),17876911000001109
550411000001100,Warfarin 3mg tablets (Sandoz Ltd),550411000001100
34760411000001101,Warfarin 3mg tablets (Sun Pharmaceutical Industries Europe B.V.),34760411000001101
508311000001104,Warfarin 3mg tablets (Teva UK Ltd),508311000001104
473111000001108,Warfarin 3mg tablets (The Boots Company Plc),473111000001108
36844011000001103,Warfarin 3mg tablets (Torrent Pharma (UK) Ltd),36844011000001103
21919811000001105,Warfarin 3mg tablets (Waymade Healthcare Plc),21919811000001105
10139111000001103,Warfarin 3mg tablets (Zentiva),10139111000001103
8728611000001109,Warfarin 3mg/5ml oral solution (Special Order),8728611000001109
8729111000001108,Warfarin 3mg/5ml oral suspension (Special Order),8729111000001108
12959411000001100,Warfarin 4.16mg/5ml oral solution (Special Order),12959411000001100
12960011000001105,Warfarin 4mg/5ml oral solution (Special Order),12960011000001105
3659711000001104,Warfarin 500microgram tablets (A A H Pharmaceuticals Ltd),3659711000001104
10305211000001109,Warfarin 500microgram tablets (Actavis UK Ltd),10305211000001109
20538311000001102,Warfarin 500microgram tablets (Advanz Pharma),20538311000001102
395111000001106,Warfarin 500microgram tablets (Alliance Healthcare (Distribution) Ltd),395111000001106
10417011000001103,Warfarin 500microgram tablets (Arrow Generics Ltd),10417011000001103
22736711000001108,Warfarin 500microgram tablets (DE Pharmaceuticals),22736711000001108
622211000001107,Warfarin 500microgram tablets (Kent Pharmaceuticals Ltd),622211000001107
37272811000001105,Warfarin 500microgram tablets (Mawdsley-Brooks & Company Ltd),37272811000001105
17876511000001102,Warfarin 500microgram tablets (Phoenix Healthcare Distribution Ltd),17876511000001102
15202611000001100,Warfarin 500microgram tablets (Sigma Pharmaceuticals Plc),15202611000001100
34759911000001108,Warfarin 500microgram tablets (Sun Pharmaceutical Industries Europe B.V.),34759911000001108
21919311000001101,Warfarin 500microgram tablets (Waymade Healthcare Plc),21919311000001101
10733911000001106,Warfarin 500microgram tablets (Zentiva),10733911000001106
12961311000001103,Warfarin 500micrograms/5ml oral solution (Special Order),12961311000001103
32741911000001103,Warfarin 5mg capsules (Special Order),32741911000001103
751611000001108,Warfarin 5mg tablets (A A H Pharmaceuticals Ltd),751611000001108
19835811000001100,Warfarin 5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd),19835811000001100
642911000001101,Warfarin 5mg tablets (Actavis UK Ltd),642911000001101
883011000001107,Warfarin 5mg tablets (Alliance Healthcare (Distribution) Ltd),883011000001107
9797411000001102,Warfarin 5mg tablets (Almus Pharmaceuticals Ltd),9797411000001102
10418611000001109,Warfarin 5mg tablets (Arrow Generics Ltd),10418611000001109
16071611000001108,Warfarin 5mg tablets (Bristol Laboratories Ltd),16071611000001108
28989311000001107,Warfarin 5mg tablets (Crescent Pharma Ltd),28989311000001107
22736411000001102,Warfarin 5mg tablets (DE Pharmaceuticals),22736411000001102
729811000001109,Warfarin 5mg tablets (IVAX Pharmaceuticals UK Ltd),729811000001109
36911000001105,Warfarin 5mg tablets (Kent Pharmaceuticals Ltd),36911000001105
30945711000001103,Warfarin 5mg tablets (Mawdsley-Brooks & Company Ltd),30945711000001103
727111000001108,Warfarin 5mg tablets (Mylan),727111000001108
17877111000001109,Warfarin 5mg tablets (Phoenix Healthcare Distribution Ltd),17877111000001109
919811000001107,Warfarin 5mg tablets (Sandoz Ltd),919811000001107
34760611000001103,Warfarin 5mg tablets (Sun Pharmaceutical Industries Europe B.V.),34760611000001103
617811000001100,Warfarin 5mg tablets (Teva UK Ltd),617811000001100
504911000001105,Warfarin 5mg tablets (The Boots Company Plc),504911000001105
36844311000001100,Warfarin 5mg tablets (Torrent Pharma (UK) Ltd),36844311000001100
21920111000001102,Warfarin 5mg tablets (Waymade Healthcare Plc),21920111000001102
10139311000001101,Warfarin 5mg tablets (Zentiva),10139311000001101
8730911000001102,Warfarin 5mg/5ml oral solution (Special Order),8730911000001102
8732411000001106,Warfarin 5mg/5ml oral suspension (Special Order),8732411000001106
13016611000001102,Warfarin 1.5mg/5ml oral solution,13016611000001102
13016711000001106,Warfarin 100micrograms/5ml oral solution,13016711000001106
8797911000001107,Warfarin 10mg/5ml oral solution,8797911000001107
8798011000001109,Warfarin 10mg/5ml oral suspension,8798011000001109
32751111000001103,Warfarin 1mg capsules,32751111000001103
319733000,Warfarin 1mg tablets,319733000
8798111000001105,Warfarin 1mg/5ml oral solution,8798111000001105
8798211000001104,Warfarin 1mg/5ml oral suspension,8798211000001104
18290011000001102,Warfarin 1mg/ml oral suspension sugar free,18290011000001102
13016811000001103,Warfarin 2.5mg/5ml oral solution,13016811000001103
13016911000001108,Warfarin 25mg/5ml oral solution,13016911000001108
8798311000001107,Warfarin 2mg/5ml oral solution,8798311000001107
8798411000001100,Warfarin 2mg/5ml oral suspension,8798411000001100
32751211000001109,Warfarin 3mg capsules,32751211000001109
319734006,Warfarin 3mg tablets,319734006
8798511000001101,Warfarin 3mg/5ml oral solution,8798511000001101
8798611000001102,Warfarin 3mg/5ml oral suspension,8798611000001102
13017011000001107,Warfarin 4.16mg/5ml oral solution,13017011000001107
375374009,Warfarin 4mg tablets,375374009
13017111000001108,Warfarin 4mg/5ml oral solution,13017111000001108
319736008,Warfarin 500microgram tablets,319736008
13017211000001102,Warfarin 500micrograms/5ml oral solution,13017211000001102
32751311000001101,Warfarin 5mg capsules,32751311000001101
319735007,Warfarin 5mg tablets,319735007
8798711000001106,Warfarin 5mg/5ml oral solution,8798711000001106
8798811000001103,Warfarin 5mg/5ml oral suspension,8798811000001103
42217511000001103,VMP subsequent to 319733000,42217511000001103
42217611000001104,VMP subsequent to 319734006,42217611000001104
42217711000001108,VMP subsequent to 375374009,42217711000001108
42217811000001100,VMP subsequent to 319736008,42217811000001100
42217911000001105,VMP subsequent to 319735007,42217911000001105
